Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
1028688	Arion vulgaris	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Panpulmonata,Eupulmonata,Stylommatophora,Helicina,Arionoidea,Arionidae,Arion,Arion vulgaris	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6448,216305,216307,977775,120490,6527,216366,87874,6540,6542,1028688
1028729	Fusarium pseudograminearum CS3096	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium sambucinum species complex,Fusarium pseudograminearum,Fusarium pseudograminearum CS3096	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,569360,101028,1028729
1033177	Aspergillus luchuensis IFO 4308	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus luchuensis,Aspergillus luchuensis IFO 4308	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,1069201,1033177
1033975	Plasmodium vivax Brazil I	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Plasmodium),Plasmodium vivax,Plasmodium vivax Brazil I	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855,1033975
1034303	Aspergillus sergii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sergii	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,1034303
1034304	Aspergillus transmontanensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus transmontanensis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,1034304
1034604	Chlamydomonas leiostraca	species	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas leiostraca	1,131567,2759,33090,3041,2692248,3166,2812636,3042,3051,3052,1034604
1034831	Rhizochromulina marina	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,Dictyochophyceae,Rhizochromulinales,Rhizochromulina,Rhizochromulina marina	1,131567,2759,2698737,33634,2696291,39119,590978,35673,1034831
1035309	Ceratocystis fimbriata CBS 114723	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,Ceratocystis fimbriata CBS 114723	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5592,1028423,5157,5158,1035309
1035514	Plasmodium vivax North Korean	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Plasmodium),Plasmodium vivax,Plasmodium vivax North Korean	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855,1035514
1035515	Plasmodium vivax Mauritania I	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Plasmodium),Plasmodium vivax,Plasmodium vivax Mauritania I	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855,1035515
1036611	Aspergillus versicolor CBS 583.65	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes,Aspergillus versicolor,Aspergillus versicolor CBS 583.65	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720870,46472,1036611
1036612	Aspergillus sydowii CBS 593.65	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes,Aspergillus sydowii,Aspergillus sydowii CBS 593.65	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720870,75750,1036612
1036723	Plasmodium falciparum Vietnam Oak-Knoll (FVO)	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum Vietnam Oak-Knoll (FVO)	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,1036723
1036724	Plasmodium falciparum FCH/4	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum FCH/4	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,1036724
1036725	Plasmodium falciparum Tanzania (2000708)	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum Tanzania (2000708)	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,1036725
1036726	Plasmodium falciparum NF135/5.C10	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum NF135/5.C10	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,1036726
1036727	Plasmodium falciparum MaliPS096_E11	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum MaliPS096_E11	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,1036727
1036808	Scleroderma citrinum Foug A	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermatineae,Sclerodermataceae,Scleroderma,Scleroderma citrinum,Scleroderma citrinum Foug A	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,68889,227327,37466,68787,68788,1036808
1037660	Tilletiaria anomala UBC 951	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala,Tilletiaria anomala UBC 951	1,131567,2759,33154,4751,451864,5204,452284,452283,62913,62919,5280,5281,1037660
1041015	Drosophila rhopaloa	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Eremoneura,Cyclorrhapha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Sophophora,melanogaster group,rhopaloa subgroup,Drosophila rhopaloa	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43733,480118,480117,43738,43741,43746,7214,43845,46877,7215,32341,32346,65962,1041015
1042311	Trichoderma asperellum CBS 433.97	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,Trichoderma asperellum CBS 433.97	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,101201,1042311
1043002	Aureobasidium pullulans EXF-150	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,Aureobasidium pullulans EXF-150	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,5014,1570301,5579,5580,1043002
1043003	Aureobasidium melanogenum CBS 110374	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium melanogenum,Aureobasidium melanogenum CBS 110374	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,5014,1570301,5579,46634,1043003
1043004	Aureobasidium namibiae CBS 147.97	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium namibiae,Aureobasidium namibiae CBS 147.97	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,5014,1570301,5579,559561,1043004
1043005	Aureobasidium subglaciale EXF-2481	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium subglaciale,Aureobasidium subglaciale EXF-2481	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,5014,1570301,5579,1042127,1043005
1043627	Hirsutella minnesotensis 3608	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella minnesotensis,Hirsutella minnesotensis 3608	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,474942,42367,332947,1043627
1043628	Drechslerella stenobrocha 248	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Orbiliomycetes,Orbiliales,Orbiliaceae,Drechslerella,Drechslerella stenobrocha,Drechslerella stenobrocha 248	1,131567,2759,33154,4751,451864,4890,716545,147538,189478,189479,47021,314126,314127,1043628
1047168	Zymoseptoria brevis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria brevis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,2726947,93133,1047167,1047168
1048519	Viridothelium virens	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Trypetheliales,Trypetheliaceae,Viridothelium,Viridothelium virens	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,159987,714581,271822,1929940,1048519
1049336	Ephemera danica	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Scapphodonta,Ephemeridae,Ephemera,Ephemera danica	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33339,30073,185812,185816,50581,50582,1049336
1051616	Verticillium nonalfalfae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium nonalfalfae	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,1028384,1033978,1036719,1051616
1051664	Nothobranchius kadleci	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Ovalentaria,Atherinomorphae,Cyprinodontiformes,Aplocheiloidei,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489913,28738,45443,405002,28779,1051664
1051890	Terfezia boudieri ATCC MYA-4762	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Pezizomycetes,Pezizales,Pezizaceae,Terfezia,Terfezia boudieri,Terfezia boudieri ATCC MYA-4762	1,131567,2759,33154,4751,451864,4890,716545,147538,147549,5185,5186,74855,82571,1051890
1051891	Tulasnella calospora MUT 4182	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella calospora,Tulasnella calospora MUT 4182	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,36064,5237,5240,156515,1051891
1052685	Obba rivulosa	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Gelatoporiaceae,Obba,Obba rivulosa	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,2028217,1052683,1052685
1052797	Pochonia chlamydosporia 123	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia,Pochonia chlamydosporia,Pochonia chlamydosporia 123	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,34397,243023,280754,1052797
1053134	Fusarium zealandicum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium staphyleae species complex,Fusarium zealandicum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,2713421,1053134
1054147	Cavenderia fasciculata SH3	isolate	root,cellular organisms,Eukaryota,Amoebozoa,Evosea,Eumycetozoa,Dictyostelia,Acytosteliales,Cavenderiaceae,Cavenderia,Cavenderia fasciculata,Cavenderia fasciculata SH3	1,131567,2759,554915,2605435,142796,33083,2058181,2058184,2058187,261658,1054147
1064592	Naumovozyma castellii CBS 4309	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,Naumovozyma castellii CBS 4309	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,278028,27288,1064592
1069201	Aspergillus luchuensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus luchuensis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,1069201
1069680	Pneumocystis murina B123	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,Taphrinomycotina,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis murina,Pneumocystis murina B123	1,131567,2759,33154,4751,451864,4890,451866,147553,37987,44281,4753,263815,1069680
1071378	Naumovozyma dairenensis CBS 421	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,Naumovozyma dairenensis CBS 421	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,278028,27289,1071378
1071380	Tetrapisispora blattae CBS 6284	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,Tetrapisispora blattae CBS 6284	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,113604,1071379,1071380
1071381	Tetrapisispora phaffii CBS 4417	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Tetrapisispora phaffii CBS 4417	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,113604,113608,1071381
1071382	Kazachstania africana CBS 2517	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,Kazachstania africana CBS 2517	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,71245,432096,1071382
1071383	Kazachstania naganishii CBS 8797	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania naganishii,Kazachstania naganishii CBS 8797	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,71245,588726,1071383
1072105	Lachancea dasiensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea dasiensis	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,300275,1072105
1072389	Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Drepanopezizaceae,Drepanopeziza,Drepanopeziza brunnea,Drepanopeziza brunnea f. sp. 'multigermtubi',Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,2793945,2081418,698440,698441,1072389
1073089	Aspergillus wentii DTO 134E9	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Cremei,Aspergillus wentii,Aspergillus wentii DTO 134E9	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720873,5066,1073089
1073090	Penicilliopsis zonata CBS 506.65	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicilliopsis,Penicilliopsis zonata,Penicilliopsis zonata CBS 506.65	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,70110,41063,1073090
1074872	Toxoplasma gondii ARI	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii ARI	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,1074872
1074873	Toxoplasma gondii COUG	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii COUG	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,1074873
